tree,date,Source,Length [µm],Comment
27-04-34,5_4_20,bud30_flower_w.tif,15280.32,
27-04-34,5_4_20,bud29_flower_w.tif,15481.64,
27-04-34,5_4_20,bud28_flower_w.tif,14322.22,
27-04-34,5_4_20,bud27_flower_w.tif,15752.11,
27-04-34,5_4_20,bud26_flower_w.tif,15786.42,
27-04-34,5_4_20,bud25_flower_w.tif,14902.26,
27-04-34,5_4_20,bud24_flower_w.tif,15982.01,
27-04-34,5_4_20,bud23_flower_w.tif,16738.61,
27-04-34,5_4_20,bud22_flower_w.tif,15748.07,
27-04-34,5_4_20,bud21_flower_w.tif,15948.19,
27-04-34,5_4_20,bud20_flower_w.tif,15678.74,
27-04-34,5_4_20,bud19_flower_w.tif,15784.8,
27-04-34,5_4_20,bud18_flower_w.tif,14796.51,
27-04-34,5_4_20,bud17_flower_w.tif,16373.58,
27-04-34,5_4_20,bud16_flower_w.tif,16834.88,
27-04-34,5_4_20,bud15_flower_e.tif,16046.25,
27-04-34,5_4_20,bud14_flower_e.tif,15999.07,
27-04-34,5_4_20,bud13_flower_e.tif,16127.36,
27-04-34,5_4_20,bud12_flower_e.tif,16034.66,
27-04-34,5_4_20,bud11_flower_e.tif,16458.16,
27-04-34,5_4_20,bud10_flower_e.tif,15489.27,
27-04-34,5_4_20,bud9_flower_e.tif,15805.39,
27-04-34,5_4_20,bud8_flower_e.tif,16892.68,
27-04-34,5_4_20,bud7_flower_e.tif,15459.46,
27-04-34,5_4_20,bud6_flower_e.tif,14907.19,
27-04-34,5_4_20,bud5_flower_e.tif,16610.28,
27-04-34,5_4_20,bud4_flower_e.tif,15336.91,
27-04-34,5_4_20,bud3_flower_e.tif,16798.91,
27-04-34,5_4_20,bud2_flower_e.tif,16956.41,
27-04-34,5_4_20,bud1_flower_e.tif,16036.68,
